session_id,user_id,age_group,gender,device,traffic_source,landing_page,session_duration_sec,pages_visited,bounce,conversion
2255,1132,25-34,Male,Mobile,Social Media,Product Page,49,6,0,1
2256,1746,25-34,Female,Mobile,Social Media,Blog,3,8,0,1
2257,1556,18-24,Female,Mobile,Direct,Product Page,76,7,0,1
2258,1825,35-44,Female,Mobile,Organic Search,Product Page,134,2,0,1
2259,1760,18-24,Female,Desktop,Organic Search,Homepage,58,4,1,1
2260,1030,25-34,Female,Desktop,Paid Ads,Cart,216,3,0,1
2261,1534,25-34,Female,Desktop,Direct,Product Page,95,3,0,1
2262,1425,35-44,Male,Mobile,Referral,Homepage,68,4,1,1
2263,1393,35-44,Female,Mobile,Organic Search,Product Page,503,9,1,1
2264,1671,35-44,Male,Desktop,Social Media,Pricing,54,3,1,1
2265,1362,18-24,Other,Mobile,Paid Ads,Blog,91,5,0,1
2266,1436,25-34,Male,Desktop,Organic Search,Blog,86,3,0,0
2267,1669,18-24,Male,Mobile,Organic Search,Homepage,49,2,0,1
2268,1550,25-34,Female,Mobile,Social Media,Blog,44,6,0,1
2269,1926,25-34,Male,Desktop,Social Media,Blog,64,8,1,1
2270,1081,18-24,Female,Mobile,Organic Search,Product Page,359,4,0,1
2271,1355,25-34,Female,Mobile,Referral,Pricing,262,6,0,1
2272,1257,55+,Female,Mobile,Paid Ads,Homepage,205,4,0,1
2273,1717,55+,Other,Mobile,Social Media,Homepage,109,5,1,1
2274,1588,25-34,Male,Mobile,Direct,Pricing,127,3,0,0
2275,1988,18-24,Female,Mobile,Referral,Product Page,55,6,0,0
2276,1523,18-24,Male,Desktop,Direct,Homepage,13,2,1,1
2277,1294,25-34,Male,Desktop,Organic Search,Product Page,72,5,0,1
2278,1961,45-54,Female,Mobile,Organic Search,Pricing,123,7,1,1
2279,1223,18-24,Male,Tablet,Organic Search,Homepage,10,3,1,1
2280,1524,35-44,Female,Mobile,Organic Search,Homepage,16,6,1,1
2281,1045,18-24,Female,Mobile,Organic Search,Homepage,54,3,0,1
2282,1666,55+,Female,Desktop,Social Media,Cart,82,2,1,1
2283,1112,25-34,Other,Desktop,Organic Search,Cart,89,6,0,1
2284,1232,35-44,Male,Desktop,Organic Search,Product Page,22,5,0,1
2285,1016,25-34,Female,Mobile,Social Media,Product Page,46,6,0,1
2286,1359,35-44,Female,Mobile,Organic Search,Product Page,54,7,0,1
2287,1222,18-24,Female,Desktop,Direct,Homepage,12,5,1,1
2288,1865,18-24,Male,Mobile,Organic Search,Pricing,71,4,1,1
2289,1699,45-54,Female,Desktop,Referral,Homepage,13,3,0,1
2290,1447,45-54,Male,Mobile,Paid Ads,Product Page,218,5,0,1
2291,1855,45-54,Male,Desktop,Direct,Product Page,87,10,0,1
2292,1364,35-44,Female,Mobile,Direct,Homepage,71,9,0,0
2293,1674,45-54,Female,Mobile,Paid Ads,Product Page,24,8,0,1
2294,1325,18-24,Other,Mobile,Organic Search,Product Page,46,4,0,1
2295,1466,25-34,Female,Desktop,Paid Ads,Blog,47,2,1,1
2296,1413,25-34,Female,Desktop,Direct,Homepage,758,6,0,1
2297,1454,35-44,Male,Mobile,Direct,Homepage,324,5,0,1
2298,1585,25-34,Male,Desktop,Social Media,Product Page,2,5,0,1
2299,1232,18-24,Male,Mobile,Social Media,Cart,172,4,0,1
2300,1223,25-34,Other,Mobile,Direct,Homepage,53,7,1,1
2301,1993,45-54,Male,Mobile,Direct,Cart,19,6,1,1
2302,1830,25-34,Male,Mobile,Direct,Blog,220,3,0,1
2303,1411,18-24,Female,Mobile,Organic Search,Pricing,25,3,0,1
2304,1571,18-24,Male,Mobile,Social Media,Homepage,105,3,0,1
2305,1334,18-24,Male,Desktop,Social Media,Product Page,180,7,0,1
2306,1221,25-34,Female,Desktop,Organic Search,Homepage,145,6,1,1
2307,1036,35-44,Male,Desktop,Organic Search,Product Page,683,3,0,1
2308,1988,35-44,Male,Mobile,Organic Search,Cart,277,4,0,1
2309,1277,35-44,Male,Tablet,Social Media,Homepage,267,4,1,1
2310,1195,25-34,Female,Desktop,Social Media,Product Page,79,4,0,1
2311,1915,45-54,Female,Mobile,Organic Search,Homepage,1,4,1,1
2312,1863,18-24,Male,Desktop,Paid Ads,Blog,238,6,0,1
2313,1483,25-34,Female,Mobile,Direct,Homepage,1480,4,0,1
2314,1241,45-54,Male,Mobile,Direct,Homepage,93,5,0,1
2315,1323,18-24,Other,Mobile,Organic Search,Product Page,762,6,1,1
2316,1730,18-24,Male,Mobile,Direct,Blog,27,7,1,1
2317,1191,45-54,Female,Desktop,Social Media,Homepage,63,8,0,1
2318,1016,25-34,Female,Mobile,Paid Ads,Homepage,33,7,0,1
2319,1523,35-44,Female,Mobile,Direct,Homepage,116,9,1,1
2320,1917,18-24,Male,Tablet,Social Media,Cart,287,6,1,1
2321,1400,35-44,Male,Tablet,Referral,Product Page,74,5,1,1
2322,1905,25-34,Female,Desktop,Organic Search,Blog,426,6,0,1
2323,1885,18-24,Male,Mobile,Organic Search,Blog,141,3,1,1
2324,1704,35-44,Female,Mobile,Direct,Homepage,112,9,0,1
2325,1021,18-24,Female,Desktop,Organic Search,Product Page,278,5,0,1
2326,1473,25-34,Female,Mobile,Organic Search,Homepage,19,5,0,1
2327,1119,18-24,Male,Mobile,Direct,Product Page,267,3,1,1
2328,1209,18-24,Female,Mobile,Organic Search,Product Page,50,8,1,1
2329,1305,25-34,Female,Mobile,Direct,Product Page,59,8,0,1
2330,1269,18-24,Female,Mobile,Paid Ads,Homepage,164,4,0,0
2331,1703,45-54,Male,Mobile,Organic Search,Homepage,417,4,0,1
2332,1686,18-24,Male,Mobile,Organic Search,Blog,155,4,1,1
2333,1284,25-34,Male,Mobile,Organic Search,Blog,188,5,0,0
2334,1715,18-24,Male,Mobile,Organic Search,Homepage,269,3,1,1
2335,1675,25-34,Female,Mobile,Organic Search,Homepage,54,3,0,1
2336,1762,45-54,Other,Desktop,Organic Search,Pricing,316,1,1,1
2337,1226,18-24,Male,Desktop,Social Media,Blog,97,5,0,1
2338,1947,55+,Female,Mobile,Organic Search,Cart,34,6,0,1
2339,1380,18-24,Male,Mobile,Direct,Homepage,77,6,0,1
2340,1459,35-44,Male,Mobile,Referral,Product Page,50,5,0,1
2341,1006,25-34,Male,Mobile,Direct,Homepage,46,5,0,1
2342,1028,45-54,Male,Mobile,Social Media,Product Page,59,7,0,1
2343,1906,25-34,Other,Mobile,Organic Search,Homepage,35,5,0,1
2344,1032,25-34,Male,Desktop,Direct,Homepage,198,7,0,1
2345,1645,18-24,Female,Desktop,Social Media,Homepage,156,8,0,1
2346,1878,18-24,Female,Mobile,Organic Search,Blog,188,6,1,0
2347,1078,45-54,Other,Mobile,Referral,Product Page,75,3,0,1
2348,1927,25-34,Male,Desktop,Organic Search,Product Page,264,4,0,1
2349,1946,25-34,Male,Mobile,Organic Search,Pricing,24,9,1,1
2350,1458,35-44,Male,Desktop,Referral,Blog,152,3,1,1
2351,1569,25-34,Male,Mobile,Paid Ads,Product Page,57,6,0,1
2352,1982,55+,Male,Desktop,Organic Search,Cart,134,6,0,1
2353,1537,35-44,Female,Tablet,Social Media,Product Page,70,2,1,1
2354,1481,25-34,Female,Tablet,Social Media,Homepage,281,4,0,1
2355,1429,45-54,Female,Mobile,Direct,Cart,399,7,0,1
2356,1737,18-24,Female,Mobile,Organic Search,Homepage,244,6,0,1
2357,1284,25-34,Male,Mobile,Social Media,Product Page,34,6,0,1
2358,1515,25-34,Male,Tablet,Paid Ads,Product Page,57,3,0,1
2359,1976,18-24,Other,Mobile,Organic Search,Product Page,453,3,0,1
2360,1098,35-44,Female,Mobile,Paid Ads,Product Page,103,7,0,1
2361,1396,45-54,Female,Mobile,Paid Ads,Homepage,509,3,0,1
2362,1488,25-34,Female,Mobile,Organic Search,Product Page,89,6,0,1
2363,1038,25-34,Male,Mobile,Direct,Blog,545,4,0,1
2364,1270,55+,Male,Mobile,Organic Search,Homepage,468,3,1,1
2365,1886,25-34,Male,Mobile,Direct,Product Page,194,5,0,1
2366,1796,25-34,Male,Mobile,Direct,Homepage,1,5,0,1
2367,1156,25-34,Male,Tablet,Organic Search,Pricing,92,4,0,1
2368,1074,45-54,Female,Desktop,Direct,Blog,435,4,0,1
2369,1883,25-34,Female,Desktop,Referral,Pricing,389,6,1,1
2370,1799,35-44,Female,Mobile,Social Media,Homepage,37,7,0,1
2371,1129,45-54,Female,Desktop,Organic Search,Homepage,91,5,0,1
2372,1686,25-34,Other,Mobile,Organic Search,Homepage,324,6,0,1
2373,1973,25-34,Male,Mobile,Social Media,Homepage,155,4,0,1
2374,1083,45-54,Male,Mobile,Paid Ads,Product Page,338,4,1,1
2375,1021,25-34,Female,Mobile,Referral,Cart,315,5,0,1
2376,1458,35-44,Male,Mobile,Social Media,Product Page,428,5,1,0
2377,1538,45-54,Male,Tablet,Social Media,Cart,22,4,0,1
2378,1706,35-44,Male,Mobile,Organic Search,Homepage,28,6,0,1
2379,1848,35-44,Male,Mobile,Organic Search,Cart,15,5,1,1
2380,1381,45-54,Female,Mobile,Social Media,Homepage,492,3,0,1
2381,1747,45-54,Male,Mobile,Social Media,Cart,116,6,0,0
2382,1439,25-34,Female,Mobile,Social Media,Homepage,11,6,0,1
2383,1603,18-24,Female,Mobile,Paid Ads,Cart,69,4,0,1
2384,1988,25-34,Male,Desktop,Direct,Homepage,77,4,1,1
2385,1020,35-44,Male,Mobile,Direct,Product Page,298,3,0,1
2386,1302,25-34,Male,Mobile,Organic Search,Product Page,239,3,0,1
2387,1975,35-44,Male,Desktop,Paid Ads,Product Page,210,7,1,0
2388,1868,25-34,Female,Desktop,Direct,Blog,3,4,0,1
2389,1954,35-44,Female,Desktop,Referral,Cart,434,7,1,1
2390,1083,18-24,Female,Desktop,Social Media,Product Page,43,6,0,0
2391,1773,35-44,Male,Mobile,Social Media,Blog,178,5,1,1
2392,1658,25-34,Female,Mobile,Social Media,Homepage,11,7,0,1
2393,1952,18-24,Female,Desktop,Organic Search,Product Page,15,6,1,1
2394,1452,25-34,Female,Desktop,Direct,Product Page,1,4,0,0
2395,1386,35-44,Female,Mobile,Paid Ads,Pricing,150,4,0,0
2396,1506,25-34,Female,Mobile,Organic Search,Product Page,178,5,0,1
2397,1256,18-24,Female,Desktop,Organic Search,Blog,9,3,0,1
2398,1569,55+,Female,Mobile,Direct,Homepage,61,2,0,1
2399,1891,35-44,Male,Mobile,Organic Search,Homepage,343,5,0,1
2400,1933,55+,Female,Mobile,Direct,Product Page,19,8,1,1
2401,1526,25-34,Male,Desktop,Direct,Product Page,43,6,0,1
2402,1161,25-34,Male,Tablet,Organic Search,Homepage,99,3,1,1
2403,1956,45-54,Other,Mobile,Referral,Homepage,332,6,0,1
2404,1162,25-34,Other,Mobile,Social Media,Pricing,52,5,0,1
2405,1831,35-44,Male,Mobile,Referral,Homepage,1054,4,0,1
2406,1792,25-34,Male,Mobile,Direct,Pricing,79,7,0,1
2407,1791,25-34,Male,Mobile,Referral,Homepage,87,4,0,1
2408,1523,18-24,Female,Mobile,Organic Search,Homepage,23,5,1,1
2409,1785,18-24,Female,Mobile,Organic Search,Product Page,205,5,1,1
2410,1270,18-24,Other,Desktop,Organic Search,Product Page,50,5,0,1
2411,1491,18-24,Female,Desktop,Social Media,Product Page,178,6,0,1
2412,1207,55+,Male,Mobile,Referral,Product Page,45,2,0,1
2413,1538,18-24,Female,Mobile,Social Media,Homepage,88,4,0,1
2414,1583,35-44,Male,Tablet,Referral,Blog,349,5,0,1
2415,1059,45-54,Other,Mobile,Organic Search,Product Page,241,5,1,1
2416,1429,25-34,Female,Desktop,Organic Search,Product Page,30,6,1,1
2417,1984,18-24,Female,Mobile,Referral,Pricing,168,5,1,1
2418,1656,35-44,Male,Desktop,Social Media,Blog,178,6,0,1
2419,1604,35-44,Male,Desktop,Direct,Product Page,17,6,0,1
2420,1308,35-44,Male,Desktop,Organic Search,Pricing,112,4,0,1
2421,1519,35-44,Female,Desktop,Paid Ads,Cart,54,7,0,1
2422,1590,55+,Female,Tablet,Social Media,Product Page,113,2,1,1
2423,1026,25-34,Male,Mobile,Direct,Homepage,270,7,1,1
2424,1685,25-34,Female,Mobile,Organic Search,Cart,31,3,0,1
2425,1561,35-44,Female,Mobile,Social Media,Homepage,23,3,0,1
2426,1198,18-24,Male,Desktop,Paid Ads,Homepage,56,8,0,1
2427,1386,45-54,Female,Desktop,Referral,Product Page,547,8,0,1
2428,1348,18-24,Female,Mobile,Organic Search,Blog,247,5,0,1
2429,1959,25-34,Other,Mobile,Organic Search,Cart,3,5,0,1
2430,1939,45-54,Male,Desktop,Social Media,Product Page,92,4,0,1
2431,1692,25-34,Male,Mobile,Organic Search,Cart,53,5,1,1
2432,1535,25-34,Male,Mobile,Direct,Homepage,182,4,1,1
2433,1827,25-34,Male,Desktop,Organic Search,Homepage,110,7,0,1
2434,1377,45-54,Male,Mobile,Organic Search,Product Page,600,6,0,1
2435,1898,25-34,Female,Mobile,Direct,Cart,44,3,0,1
2436,1915,45-54,Female,Mobile,Social Media,Product Page,159,4,0,1
2437,1557,18-24,Female,Mobile,Direct,Homepage,216,12,0,1
2438,1526,35-44,Male,Mobile,Paid Ads,Homepage,314,8,1,1
2439,1152,45-54,Female,Mobile,Organic Search,Homepage,94,4,0,1
2440,1733,18-24,Female,Mobile,Direct,Product Page,209,2,0,1
2441,1205,25-34,Female,Mobile,Organic Search,Homepage,65,8,0,1
2442,1454,18-24,Female,Mobile,Social Media,Cart,102,4,0,1
2443,1272,35-44,Female,Mobile,Organic Search,Product Page,406,5,0,1
2444,1893,25-34,Other,Tablet,Organic Search,Blog,538,4,0,1
2445,1235,35-44,Male,Mobile,Organic Search,Homepage,228,4,0,1
2446,1851,18-24,Female,Desktop,Organic Search,Homepage,84,7,0,1
2447,1739,18-24,Male,Desktop,Referral,Product Page,308,3,1,1
2448,1520,18-24,Male,Mobile,Direct,Pricing,4,6,0,1
2449,1677,25-34,Male,Desktop,Paid Ads,Product Page,19,4,0,1
2450,1943,25-34,Male,Mobile,Social Media,Pricing,194,7,0,1
2451,1955,45-54,Male,Desktop,Organic Search,Pricing,61,4,0,1
2452,1830,35-44,Male,Mobile,Organic Search,Homepage,544,4,0,1
2453,1725,25-34,Male,Desktop,Organic Search,Homepage,103,6,0,1
2454,1500,55+,Other,Mobile,Organic Search,Blog,100,3,0,1
2455,1116,35-44,Male,Desktop,Direct,Product Page,204,7,0,0
2456,1385,45-54,Female,Mobile,Social Media,Homepage,262,6,0,1
2457,1343,25-34,Male,Desktop,Social Media,Product Page,116,4,0,1
2458,1583,25-34,Other,Mobile,Organic Search,Product Page,43,8,1,1
2459,1394,18-24,Female,Desktop,Organic Search,Cart,267,6,0,1
2460,1063,35-44,Female,Mobile,Organic Search,Homepage,69,4,1,1
2461,1716,18-24,Female,Mobile,Organic Search,Homepage,34,5,0,1
2462,1720,25-34,Male,Desktop,Direct,Product Page,179,7,0,1
2463,1071,25-34,Other,Tablet,Organic Search,Blog,17,3,1,1
2464,1788,25-34,Female,Mobile,Direct,Product Page,639,4,0,1
2465,1273,35-44,Female,Tablet,Social Media,Cart,180,5,0,1
2466,1989,18-24,Female,Desktop,Organic Search,Blog,767,2,0,1
2467,1319,25-34,Male,Desktop,Referral,Product Page,74,6,0,1
2468,1337,35-44,Female,Mobile,Social Media,Homepage,638,7,1,1
2469,1365,55+,Male,Mobile,Organic Search,Product Page,28,6,0,0
2470,1494,35-44,Female,Desktop,Referral,Blog,7,6,1,1
2471,1606,45-54,Male,Mobile,Organic Search,Pricing,6,4,0,0
2472,1165,35-44,Other,Mobile,Organic Search,Cart,112,6,0,1
2473,1543,25-34,Male,Mobile,Direct,Product Page,15,3,0,1
2474,1010,18-24,Male,Mobile,Direct,Product Page,129,8,0,1
2475,1300,35-44,Female,Desktop,Organic Search,Homepage,71,8,0,1
2476,1728,35-44,Female,Desktop,Organic Search,Homepage,73,6,0,1
2477,1800,35-44,Female,Mobile,Referral,Homepage,181,2,0,1
2478,1101,25-34,Male,Mobile,Organic Search,Homepage,32,4,1,1
2479,1424,25-34,Male,Mobile,Organic Search,Product Page,261,6,1,1
2480,1391,25-34,Female,Mobile,Social Media,Product Page,157,4,0,1
2481,1778,25-34,Other,Mobile,Paid Ads,Product Page,443,3,1,1
2482,1213,18-24,Female,Desktop,Organic Search,Product Page,81,7,1,1
2483,1690,45-54,Female,Desktop,Direct,Product Page,730,7,0,1
2484,1087,18-24,Other,Mobile,Social Media,Product Page,154,7,0,1
2485,1552,18-24,Male,Desktop,Social Media,Homepage,652,6,0,1
2486,1400,25-34,Female,Mobile,Direct,Cart,4,6,1,1
2487,1587,35-44,Female,Desktop,Paid Ads,Homepage,234,5,0,1
2488,1888,25-34,Male,Mobile,Organic Search,Cart,305,3,0,1
2489,1045,25-34,Female,Desktop,Organic Search,Product Page,9,4,0,1
2490,1671,25-34,Female,Mobile,Paid Ads,Product Page,155,6,0,1
2491,1462,25-34,Male,Mobile,Direct,Homepage,291,3,0,1
2492,1591,45-54,Male,Mobile,Social Media,Homepage,148,5,0,1
2493,1309,45-54,Male,Mobile,Social Media,Product Page,11,6,0,1
2494,1085,25-34,Female,Mobile,Direct,Blog,212,6,0,1
2495,1091,25-34,Male,Mobile,Direct,Homepage,11,5,0,1
2496,1659,35-44,Male,Mobile,Paid Ads,Product Page,306,10,0,1
2497,1672,18-24,Female,Desktop,Social Media,Homepage,7,6,1,1
2498,1713,25-34,Female,Mobile,Organic Search,Product Page,26,4,0,1
2499,1935,25-34,Female,Desktop,Direct,Cart,57,4,0,1
2500,1927,45-54,Female,Mobile,Social Media,Pricing,180,4,0,1
2501,1241,18-24,Female,Tablet,Social Media,Product Page,674,6,1,1
2502,1864,25-34,Other,Tablet,Social Media,Homepage,22,4,0,1
2503,1001,35-44,Female,Mobile,Organic Search,Homepage,27,9,0,1
2504,1224,25-34,Female,Desktop,Social Media,Cart,82,7,1,1
2505,1800,18-24,Male,Mobile,Direct,Homepage,325,3,0,1
2506,1744,55+,Other,Tablet,Direct,Pricing,113,3,0,1
2507,1972,25-34,Male,Mobile,Social Media,Product Page,69,4,0,1
2508,1925,35-44,Male,Mobile,Organic Search,Cart,148,6,0,1
2509,1928,18-24,Male,Mobile,Social Media,Product Page,54,5,0,1
2510,1588,25-34,Male,Mobile,Direct,Product Page,92,4,0,1
2511,1115,25-34,Other,Mobile,Social Media,Product Page,72,4,1,1
2512,1665,18-24,Female,Desktop,Direct,Cart,293,1,0,1
2513,1917,18-24,Female,Mobile,Social Media,Cart,464,8,0,1
2514,1102,45-54,Female,Mobile,Organic Search,Blog,256,4,0,1
2515,1193,18-24,Female,Mobile,Direct,Blog,104,3,0,1
2516,1165,18-24,Male,Mobile,Organic Search,Product Page,126,7,0,0
2517,1870,25-34,Female,Mobile,Social Media,Blog,24,3,0,1
2518,1089,35-44,Female,Desktop,Organic Search,Pricing,247,4,1,1
2519,1685,18-24,Male,Mobile,Organic Search,Product Page,163,9,0,0
2520,1121,25-34,Female,Mobile,Social Media,Product Page,418,5,0,0
2521,1142,18-24,Male,Mobile,Social Media,Product Page,40,2,0,1
2522,1993,18-24,Male,Mobile,Direct,Product Page,256,8,1,0
2523,1105,18-24,Male,Desktop,Direct,Pricing,207,5,1,0
2524,1886,45-54,Male,Mobile,Direct,Product Page,55,4,1,1
2525,1427,18-24,Female,Mobile,Social Media,Homepage,198,7,0,1
2526,1304,18-24,Female,Mobile,Direct,Product Page,464,7,1,1
2527,1871,25-34,Male,Mobile,Social Media,Homepage,451,4,0,1
2528,1970,45-54,Female,Mobile,Social Media,Product Page,228,7,0,1
2529,1316,25-34,Female,Mobile,Social Media,Cart,8,7,0,1
2530,1962,25-34,Male,Desktop,Paid Ads,Product Page,370,9,1,1
2531,1634,18-24,Male,Mobile,Organic Search,Pricing,193,5,1,0
2532,1901,25-34,Other,Mobile,Paid Ads,Homepage,66,6,1,1
2533,1008,25-34,Female,Mobile,Organic Search,Cart,37,6,1,0
2534,1773,25-34,Other,Mobile,Organic Search,Product Page,22,5,0,1
2535,1072,25-34,Male,Mobile,Organic Search,Homepage,9,4,1,1
2536,1358,25-34,Female,Desktop,Direct,Product Page,252,6,0,1
2537,1222,18-24,Male,Desktop,Organic Search,Cart,48,5,0,1
2538,1415,25-34,Male,Mobile,Referral,Homepage,4,5,0,0
2539,1552,18-24,Female,Mobile,Referral,Product Page,91,6,1,1
2540,1369,35-44,Male,Mobile,Direct,Cart,118,3,1,1
2541,1715,55+,Male,Mobile,Social Media,Homepage,33,5,0,1
2542,1263,55+,Male,Desktop,Paid Ads,Product Page,8,6,0,1
2543,1839,45-54,Male,Desktop,Referral,Product Page,37,6,0,1
2544,1689,35-44,Female,Tablet,Social Media,Product Page,204,5,0,1
2545,1859,35-44,Female,Mobile,Direct,Product Page,15,3,0,1
2546,1317,25-34,Male,Mobile,Social Media,Homepage,145,12,0,1
2547,1083,35-44,Male,Desktop,Social Media,Blog,28,8,0,1
2548,1317,25-34,Male,Desktop,Organic Search,Homepage,39,6,0,1
2549,1110,25-34,Female,Desktop,Social Media,Product Page,89,5,0,1
2550,1250,35-44,Male,Mobile,Organic Search,Product Page,19,6,0,1
2551,1382,25-34,Female,Mobile,Social Media,Product Page,34,6,0,1
2552,1006,25-34,Male,Mobile,Direct,Product Page,77,5,1,0
2553,1458,45-54,Male,Mobile,Paid Ads,Pricing,71,3,0,1
2554,1083,18-24,Female,Mobile,Paid Ads,Cart,249,10,1,1
2555,1207,25-34,Female,Desktop,Social Media,Pricing,13,6,0,0
2556,1899,45-54,Male,Mobile,Direct,Product Page,354,8,0,1
2557,1389,35-44,Female,Mobile,Organic Search,Pricing,304,4,1,0
2558,1313,25-34,Female,Desktop,Direct,Cart,261,5,0,1
2559,1021,18-24,Female,Mobile,Organic Search,Product Page,66,6,0,1
2560,1409,25-34,Female,Desktop,Organic Search,Homepage,311,5,1,1
2561,1894,45-54,Female,Mobile,Direct,Homepage,36,4,0,1
2562,1514,25-34,Other,Mobile,Organic Search,Product Page,23,5,0,1
2563,1126,25-34,Male,Tablet,Organic Search,Cart,8,5,0,1
2564,1808,18-24,Female,Tablet,Referral,Product Page,504,5,0,1
2565,1699,18-24,Female,Mobile,Organic Search,Blog,66,5,0,1
2566,1873,55+,Male,Desktop,Organic Search,Homepage,449,3,0,1
2567,1013,25-34,Male,Mobile,Organic Search,Homepage,57,4,0,0
2568,1970,35-44,Male,Mobile,Organic Search,Product Page,428,6,1,1
2569,1977,18-24,Female,Mobile,Organic Search,Cart,421,1,1,1
2570,1011,35-44,Female,Mobile,Direct,Product Page,463,6,0,1
2571,1086,45-54,Female,Desktop,Organic Search,Pricing,123,4,0,1
2572,1523,25-34,Male,Desktop,Referral,Homepage,361,4,1,1
2573,1908,18-24,Female,Tablet,Organic Search,Product Page,542,7,0,1
2574,1536,25-34,Other,Desktop,Social Media,Product Page,70,5,0,1
2575,1300,35-44,Male,Mobile,Direct,Pricing,97,3,0,1
2576,1242,25-34,Female,Desktop,Direct,Homepage,228,3,1,1
2577,1121,45-54,Female,Tablet,Direct,Homepage,64,2,0,0
2578,1146,35-44,Female,Desktop,Paid Ads,Homepage,252,4,1,1
2579,1566,45-54,Female,Desktop,Organic Search,Cart,13,4,1,1
2580,1749,35-44,Female,Tablet,Social Media,Homepage,133,6,0,1
2581,1355,18-24,Male,Mobile,Referral,Homepage,23,5,1,0
2582,1684,25-34,Female,Desktop,Organic Search,Product Page,62,2,0,1
2583,1903,18-24,Male,Desktop,Organic Search,Product Page,53,2,0,0
2584,1732,45-54,Male,Tablet,Organic Search,Pricing,328,6,0,1
2585,1630,35-44,Male,Mobile,Direct,Cart,38,4,1,1
2586,1308,35-44,Female,Mobile,Organic Search,Product Page,297,2,1,1
2587,1694,25-34,Male,Desktop,Organic Search,Cart,284,4,0,0
2588,1287,18-24,Male,Mobile,Social Media,Blog,124,7,0,1
2589,1306,35-44,Male,Desktop,Direct,Homepage,47,8,0,1
2590,1811,25-34,Other,Mobile,Organic Search,Cart,46,5,0,0
2591,1593,18-24,Female,Mobile,Organic Search,Blog,112,10,1,1
2592,1965,35-44,Female,Mobile,Direct,Product Page,1,8,1,1
2593,1913,18-24,Female,Mobile,Paid Ads,Blog,136,6,1,1
2594,1722,25-34,Female,Mobile,Direct,Product Page,549,6,1,1
2595,1661,25-34,Male,Mobile,Direct,Homepage,30,1,0,1
2596,1548,18-24,Other,Mobile,Social Media,Blog,153,4,0,1
2597,1351,55+,Male,Mobile,Organic Search,Pricing,587,3,0,1
2598,1311,18-24,Male,Mobile,Social Media,Blog,354,1,0,1
2599,1872,18-24,Male,Mobile,Referral,Homepage,341,3,1,0
2600,1058,18-24,Female,Mobile,Social Media,Cart,310,3,0,1
2601,1642,35-44,Female,Desktop,Referral,Homepage,66,4,1,1
2602,1923,25-34,Female,Mobile,Paid Ads,Product Page,398,5,1,1
2603,1713,25-34,Male,Mobile,Organic Search,Homepage,510,4,1,0
2604,1754,18-24,Female,Desktop,Organic Search,Homepage,123,5,0,1
2605,1034,18-24,Male,Mobile,Organic Search,Product Page,78,2,0,1
2606,1444,25-34,Male,Tablet,Social Media,Product Page,96,7,0,0
2607,1092,45-54,Male,Desktop,Organic Search,Pricing,73,4,1,1
2608,1949,45-54,Female,Mobile,Referral,Cart,42,4,1,1
2609,1958,18-24,Male,Mobile,Organic Search,Pricing,173,2,0,1
2610,1206,25-34,Female,Mobile,Organic Search,Product Page,148,7,0,1
2611,1352,45-54,Female,Mobile,Organic Search,Blog,111,4,1,1
2612,1902,25-34,Female,Mobile,Paid Ads,Pricing,18,5,0,1
2613,1331,45-54,Female,Mobile,Direct,Product Page,286,9,1,1
2614,1816,18-24,Male,Desktop,Paid Ads,Blog,34,7,0,1
2615,1861,45-54,Male,Mobile,Paid Ads,Product Page,21,4,1,1
2616,1724,35-44,Female,Mobile,Social Media,Product Page,175,4,0,1
2617,1158,45-54,Female,Desktop,Organic Search,Product Page,91,5,0,1
2618,1953,35-44,Female,Mobile,Organic Search,Blog,11,5,0,1
2619,1956,25-34,Female,Mobile,Organic Search,Blog,79,6,1,1
2620,1023,45-54,Male,Mobile,Direct,Product Page,265,6,0,1
2621,1403,25-34,Male,Mobile,Organic Search,Product Page,171,4,0,1
2622,1804,25-34,Female,Tablet,Organic Search,Cart,81,3,0,1
2623,1515,35-44,Male,Mobile,Direct,Cart,38,6,1,1
2624,1731,35-44,Male,Mobile,Direct,Homepage,179,3,0,1
2625,1363,45-54,Female,Mobile,Direct,Homepage,393,11,0,1
2626,1381,18-24,Male,Mobile,Social Media,Blog,187,5,0,1
2627,1531,35-44,Other,Mobile,Referral,Product Page,301,8,0,1
2628,1955,35-44,Female,Desktop,Social Media,Homepage,132,7,0,1
2629,1151,18-24,Female,Tablet,Organic Search,Product Page,227,5,0,1
2630,1561,25-34,Male,Mobile,Direct,Pricing,407,6,1,1
2631,1688,25-34,Male,Mobile,Paid Ads,Blog,267,6,0,1
2632,1946,25-34,Female,Desktop,Organic Search,Product Page,433,3,0,1
2633,1607,55+,Male,Mobile,Social Media,Product Page,101,4,0,1
2634,1616,35-44,Male,Mobile,Social Media,Product Page,422,3,0,1
2635,1419,35-44,Male,Mobile,Organic Search,Homepage,174,7,0,0
2636,1249,55+,Male,Mobile,Referral,Product Page,367,2,1,1
2637,1116,25-34,Male,Mobile,Organic Search,Homepage,7,8,0,1
2638,1865,45-54,Female,Desktop,Direct,Product Page,193,4,1,1
2639,1511,25-34,Male,Desktop,Direct,Product Page,339,3,0,1
2640,1739,45-54,Male,Mobile,Social Media,Blog,34,4,0,1
2641,1577,18-24,Female,Mobile,Organic Search,Product Page,195,3,1,1
